rodada,data,mandante,visitante,vencedor
8,06/07/2011,Ceara,Atletico-MG,Ceara
8,06/07/2011,Flamengo,Sao Paulo,Flamengo
8,07/07/2011,Botafogo-RJ,Atletico-GO,-
8,07/07/2011,Coritiba,Figueirense,Coritiba
8,07/07/2011,America-MG,Palmeiras,-
9,09/07/2011,Vasco,Internacional,Vasco
9,09/07/2011,Sao Paulo,Cruzeiro,Sao Paulo
9,09/07/2011,Athletico-PR,Avai,-
9,10/07/2011,Fluminense,Flamengo,Flamengo
9,10/07/2011,Gremio,Coritiba,Gremio
9,10/07/2011,Bahia,Botafogo-RJ,-
9,10/07/2011,Atletico-GO,Corinthians,Corinthians
9,10/07/2011,Figueirense,Ceara,-
9,10/07/2011,Palmeiras,Santos,Palmeiras
9,10/07/2011,Atletico-MG,America-MG,Atletico-MG
12,14/07/2011,Corinthians,Internacional,Corinthians
10,16/07/2011,Vasco,Athletico-PR,Vasco
10,16/07/2011,Coritiba,Fluminense,Coritiba
10,16/07/2011,Atletico-GO,Avai,Avai
10,16/07/2011,Santos,Atletico-MG,Santos
10,17/07/2011,Ceara,America-MG,Ceara
10,17/07/2011,Internacional,Sao Paulo,Sao Paulo
10,17/07/2011,Cruzeiro,Bahia,Cruzeiro
10,20/07/2011,Palmeiras,Flamengo,-
10,20/07/2011,Figueirense,Gremio,-
10,20/07/2011,Botafogo-RJ,Corinthians,Corinthians
11,21/07/2011,Avai,Internacional,Internacional
11,23/07/2011,Sao Paulo,Atletico-GO,-
11,23/07/2011,Athletico-PR,Botafogo-RJ,Athletico-PR
11,23/07/2011,America-MG,Figueirense,-
11,23/07/2011,Flamengo,Ceara,-
11,24/07/2011,Corinthians,Cruzeiro,Cruzeiro
11,24/07/2011,Bahia,Coritiba,-
11,24/07/2011,Fluminense,Palmeiras,Fluminense
11,24/07/2011,Atletico-MG,Vasco,Vasco
12,27/07/2011,Atletico-GO,Cruzeiro,Atletico-GO
12,27/07/2011,Botafogo-RJ,Avai,Botafogo-RJ
12,27/07/2011,Atletico-MG,Fluminense,Atletico-MG
12,27/07/2011,Gremio,America-MG,-
12,27/07/2011,Coritiba,Sao Paulo,Sao Paulo
12,27/07/2011,Santos,Flamengo,Flamengo
12,27/07/2011,Figueirense,Palmeiras,Palmeiras
12,28/07/2011,Vasco,Bahia,-
12,28/07/2011,Ceara,Athletico-PR,Ceara
13,30/07/2011,Flamengo,Gremio,Flamengo
13,30/07/2011,Cruzeiro,Botafogo-RJ,Botafogo-RJ
13,30/07/2011,Palmeiras,Atletico-MG,Palmeiras
13,31/07/2011,Sao Paulo,Vasco,Vasco
13,31/07/2011,Fluminense,Ceara,Fluminense
13,31/07/2011,Internacional,Atletico-GO,-
13,31/07/2011,Avai,Corinthians,Avai
13,31/07/2011,Athletico-PR,Santos,Athletico-PR
13,31/07/2011,America-MG,Coritiba,Coritiba
13,31/07/2011,Bahia,Figueirense,Bahia
14,03/08/2011,Corinthians,America-MG,Corinthians
14,03/08/2011,Gremio,Atletico-MG,-
14,03/08/2011,Figueirense,Botafogo-RJ,Figueirense
14,03/08/2011,Ceara,Avai,Avai
14,03/08/2011,Cruzeiro,Flamengo,Flamengo
14,03/08/2011,Coritiba,Palmeiras,-
14,03/08/2011,Vasco,Santos,Vasco
14,04/08/2011,Sao Paulo,Bahia,Sao Paulo
14,04/08/2011,Fluminense,Internacional,Fluminense
14,04/08/2011,Atletico-GO,Athletico-PR,Athletico-PR
15,06/08/2011,Flamengo,Coritiba,Flamengo
15,06/08/2011,Palmeiras,Gremio,-
15,06/08/2011,Atletico-MG,Figueirense,Figueirense
15,07/08/2011,Internacional,Cruzeiro,Internacional
15,07/08/2011,Santos,Ceara,Santos
15,07/08/2011,Athletico-PR,Corinthians,-
15,07/08/2011,America-MG,Fluminense,America-MG
15,07/08/2011,Bahia,Atletico-GO,Bahia
15,07/08/2011,Avai,Sao Paulo,Sao Paulo
15,07/08/2011,Botafogo-RJ,Vasco,Botafogo-RJ
5,10/08/2011,Santos,Corinthians,-
16,13/08/2011,Sao Paulo,Athletico-PR,-
16,13/08/2011,Atletico-GO,Santos,Atletico-GO
16,13/08/2011,Cruzeiro,Avai,Cruzeiro
16,13/08/2011,Botafogo-RJ,America-MG,Botafogo-RJ
16,14/08/2011,Corinthians,Ceara,-
16,14/08/2011,Vasco,Palmeiras,Vasco
16,14/08/2011,Coritiba,Atletico-MG,Coritiba
16,14/08/2011,Figueirense,Flamengo,-
16,14/08/2011,Gremio,Fluminense,Gremio
16,14/08/2011,Bahia,Internacional,-
17,17/08/2011,Athletico-PR,Cruzeiro,Athletico-PR
17,17/08/2011,Avai,Vasco,Vasco
17,17/08/2011,Fluminense,Figueirense,Fluminense
17,17/08/2011,Ceara,Gremio,Ceara
17,17/08/2011,Internacional,Botafogo-RJ,Internacional
17,17/08/2011,Santos,Coritiba,Coritiba
17,17/08/2011,Atletico-MG,Corinthians,Corinthians
17,18/08/2011,Flamengo,Atletico-GO,Atletico-GO
17,18/08/2011,Palmeiras,Bahia,-
17,18/08/2011,America-MG,Sao Paulo,-
18,20/08/2011,Cruzeiro,Ceara,Cruzeiro
18,20/08/2011,Botafogo-RJ,Atletico-MG,Botafogo-RJ
18,20/08/2011,Corinthians,Figueirense,Figueirense
18,21/08/2011,Sao Paulo,Palmeiras,-
18,21/08/2011,Internacional,Flamengo,-
18,21/08/2011,Avai,Coritiba,-
18,21/08/2011,Atletico-GO,Gremio,Atletico-GO
18,21/08/2011,Athletico-PR,America-MG,-
18,21/08/2011,Bahia,Santos,Santos
18,21/08/2011,Vasco,Fluminense,-
8,24/08/2011,Santos,Fluminense,Santos
19,27/08/2011,Coritiba,Athletico-PR,-
19,27/08/2011,America-MG,Atletico-GO,Atletico-GO
19,27/08/2011,Fluminense,Botafogo-RJ,Botafogo-RJ
19,28/08/2011,Flamengo,Vasco,-
19,28/08/2011,Palmeiras,Corinthians,Palmeiras
19,28/08/2011,Santos,Sao Paulo,-
19,28/08/2011,Gremio,Internacional,Gremio
19,28/08/2011,Ceara,Bahia,Ceara
19,28/08/2011,Figueirense,Avai,Avai
19,28/08/2011,Atletico-MG,Cruzeiro,Cruzeiro
20,31/08/2011,Corinthians,Gremio,Corinthians
20,31/08/2011,Vasco,Ceara,Vasco
20,31/08/2011,Atletico-GO,Coritiba,Atletico-GO
20,31/08/2011,Athletico-PR,Atletico-MG,Atletico-MG
20,31/08/2011,Cruzeiro,Figueirense,Figueirense
20,31/08/2011,Sao Paulo,Fluminense,Fluminense
20,31/08/2011,Botafogo-RJ,Palmeiras,Botafogo-RJ
20,31/08/2011,Internacional,Santos,-
20,31/08/2011,Avai,Flamengo,Avai
20,01/09/2011,Bahia,America-MG,-
21,03/09/2011,Figueirense,Sao Paulo,Sao Paulo
21,03/09/2011,Atletico-MG,Avai,Atletico-MG
21,03/09/2011,Fluminense,Atletico-GO,Fluminense
21,04/09/2011,Flamengo,Bahia,Bahia
21,04/09/2011,Palmeiras,Cruzeiro,-
21,04/09/2011,Coritiba,Corinthians,Coritiba
21,04/09/2011,America-MG,Vasco,America-MG
21,04/09/2011,Gremio,Athletico-PR,Gremio
21,04/09/2011,Ceara,Internacional,-
22,07/09/2011,Botafogo-RJ,Ceara,Botafogo-RJ
22,07/09/2011,Internacional,America-MG,Internacional
22,07/09/2011,Avai,Santos,Santos
22,07/09/2011,Sao Paulo,Atletico-MG,Sao Paulo
22,07/09/2011,Atletico-GO,Figueirense,-
22,07/09/2011,Athletico-PR,Palmeiras,-
22,07/09/2011,Cruzeiro,Fluminense,Fluminense
22,08/09/2011,Bahia,Gremio,Gremio
22,08/09/2011,Vasco,Coritiba,Vasco
22,08/09/2011,Corinthians,Flamengo,Corinthians
23,10/09/2011,Santos,Cruzeiro,Santos
23,10/09/2011,America-MG,Avai,-
23,11/09/2011,Palmeiras,Internacional,Internacional
23,11/09/2011,Figueirense,Vasco,-
23,11/09/2011,Fluminense,Corinthians,Fluminense
23,11/09/2011,Ceara,Atletico-GO,-
23,11/09/2011,Coritiba,Botafogo-RJ,Coritiba
23,11/09/2011,Flamengo,Athletico-PR,Athletico-PR
23,11/09/2011,Gremio,Sao Paulo,Gremio
23,11/09/2011,Atletico-MG,Bahia,Atletico-MG
24,17/09/2011,Atletico-GO,Atletico-MG,Atletico-GO
24,17/09/2011,Vasco,Gremio,Vasco
24,17/09/2011,Sao Paulo,Ceara,Sao Paulo
24,18/09/2011,Botafogo-RJ,Flamengo,-
24,18/09/2011,Corinthians,Santos,Santos
24,18/09/2011,Avai,Palmeiras,-
24,18/09/2011,Bahia,Fluminense,Bahia
24,18/09/2011,Athletico-PR,Figueirense,-
24,18/09/2011,Internacional,Coritiba,-
24,18/09/2011,Cruzeiro,America-MG,-
25,21/09/2011,America-MG,Santos,Santos
25,21/09/2011,Coritiba,Cruzeiro,Coritiba
25,21/09/2011,Bahia,Athletico-PR,Bahia
25,21/09/2011,Fluminense,Avai,Fluminense
25,21/09/2011,Sao Paulo,Corinthians,-
25,21/09/2011,Atletico-MG,Flamengo,-
25,21/09/2011,Figueirense,Internacional,-
25,22/09/2011,Palmeiras,Ceara,Palmeiras
25,22/09/2011,Gremio,Botafogo-RJ,Botafogo-RJ
25,22/09/2011,Vasco,Atletico-GO,-
26,24/09/2011,Athletico-PR,Fluminense,-
26,24/09/2011,Santos,Figueirense,Figueirense
26,24/09/2011,Flamengo,America-MG,Flamengo
26,25/09/2011,Botafogo-RJ,Sao Paulo,-
26,25/09/2011,Internacional,Atletico-MG,Internacional
26,25/09/2011,Corinthians,Bahia,Corinthians
26,25/09/2011,Avai,Gremio,Gremio
26,25/09/2011,Cruzeiro,Vasco,Vasco
26,25/09/2011,Ceara,Coritiba,Ceara
26,25/09/2011,Atletico-GO,Palmeiras,-
27,01/10/2011,Palmeiras,America-MG,-
27,01/10/2011,Bahia,Avai,Bahia
27,01/10/2011,Fluminense,Santos,Fluminense
27,02/10/2011,Sao Paulo,Flamengo,Flamengo
27,02/10/2011,Vasco,Corinthians,-
27,02/10/2011,Atletico-MG,Ceara,-
27,02/10/2011,Figueirense,Coritiba,-
27,02/10/2011,Athletico-PR,Internacional,Athletico-PR
27,02/10/2011,Gremio,Cruzeiro,Gremio
27,02/10/2011,Atletico-GO,Botafogo-RJ,Atletico-GO
11,05/10/2011,Gremio,Santos,Gremio
28,05/10/2011,Cruzeiro,Sao Paulo,-
28,08/10/2011,Coritiba,Gremio,Coritiba
28,08/10/2011,Botafogo-RJ,Bahia,-
28,08/10/2011,America-MG,Atletico-MG,-
28,09/10/2011,Santos,Palmeiras,Santos
28,09/10/2011,Internacional,Vasco,Internacional
28,09/10/2011,Flamengo,Fluminense,Flamengo
28,09/10/2011,Corinthians,Atletico-GO,Corinthians
28,09/10/2011,Ceara,Figueirense,-
28,09/10/2011,Avai,Athletico-PR,Avai
29,12/10/2011,America-MG,Ceara,America-MG
29,12/10/2011,Avai,Atletico-GO,-
29,12/10/2011,Gremio,Figueirense,Figueirense
29,12/10/2011,Sao Paulo,Internacional,-
29,12/10/2011,Bahia,Cruzeiro,-
29,12/10/2011,Corinthians,Botafogo-RJ,Botafogo-RJ
29,12/10/2011,Flamengo,Palmeiras,-
29,13/10/2011,Atletico-MG,Santos,Atletico-MG
29,13/10/2011,Fluminense,Coritiba,Fluminense
29,13/10/2011,Athletico-PR,Vasco,-
30,15/10/2011,Ceara,Flamengo,Flamengo
30,15/10/2011,Figueirense,America-MG,Figueirense
30,16/10/2011,Botafogo-RJ,Athletico-PR,Botafogo-RJ
30,16/10/2011,Santos,Gremio,Gremio
30,16/10/2011,Cruzeiro,Corinthians,Corinthians
30,16/10/2011,Internacional,Avai,Internacional
30,16/10/2011,Palmeiras,Fluminense,Fluminense
30,16/10/2011,Atletico-GO,Sao Paulo,Atletico-GO
30,16/10/2011,Coritiba,Bahia,-
30,16/10/2011,Vasco,Atletico-MG,Vasco
21,19/10/2011,Santos,Botafogo-RJ,Santos
31,22/10/2011,Palmeiras,Figueirense,Figueirense
31,22/10/2011,Fluminense,Atletico-MG,Atletico-MG
31,22/10/2011,America-MG,Gremio,-
31,22/10/2011,Avai,Botafogo-RJ,Avai
31,23/10/2011,Internacional,Corinthians,-
31,23/10/2011,Sao Paulo,Coritiba,-
31,23/10/2011,Bahia,Vasco,Vasco
31,23/10/2011,Athletico-PR,Ceara,Athletico-PR
31,23/10/2011,Cruzeiro,Atletico-GO,Cruzeiro
31,23/10/2011,Flamengo,Santos,-
32,29/10/2011,Santos,Athletico-PR,Santos
32,29/10/2011,Ceara,Fluminense,Fluminense
32,29/10/2011,Botafogo-RJ,Cruzeiro,Botafogo-RJ
32,30/10/2011,Vasco,Sao Paulo,-
32,30/10/2011,Gremio,Flamengo,Gremio
32,30/10/2011,Corinthians,Avai,Corinthians
32,30/10/2011,Figueirense,Bahia,Figueirense
32,30/10/2011,Atletico-GO,Internacional,Internacional
32,30/10/2011,Coritiba,America-MG,Coritiba
32,30/10/2011,Atletico-MG,Palmeiras,Atletico-MG
33,05/11/2011,Bahia,Sao Paulo,Bahia
33,05/11/2011,Botafogo-RJ,Figueirense,Figueirense
33,05/11/2011,Atletico-MG,Gremio,Atletico-MG
33,06/11/2011,Santos,Vasco,Santos
33,06/11/2011,America-MG,Corinthians,America-MG
33,06/11/2011,Flamengo,Cruzeiro,Flamengo
33,06/11/2011,Avai,Ceara,Ceara
33,06/11/2011,Athletico-PR,Atletico-GO,Athletico-PR
33,06/11/2011,Internacional,Fluminense,Fluminense
33,06/11/2011,Palmeiras,Coritiba,Coritiba
34,12/11/2011,Fluminense,America-MG,America-MG
34,12/11/2011,Figueirense,Atletico-MG,Figueirense
34,12/11/2011,Sao Paulo,Avai,Sao Paulo
34,13/11/2011,Coritiba,Flamengo,Coritiba
34,13/11/2011,Ceara,Santos,Santos
34,13/11/2011,Gremio,Palmeiras,-
34,13/11/2011,Corinthians,Athletico-PR,Corinthians
34,13/11/2011,Vasco,Botafogo-RJ,Vasco
34,13/11/2011,Atletico-GO,Bahia,Bahia
34,13/11/2011,Cruzeiro,Internacional,Cruzeiro
35,16/11/2011,America-MG,Botafogo-RJ,America-MG
35,16/11/2011,Internacional,Bahia,Internacional
35,16/11/2011,Fluminense,Gremio,Fluminense
35,16/11/2011,Athletico-PR,Sao Paulo,Athletico-PR
35,16/11/2011,Palmeiras,Vasco,-
35,16/11/2011,Avai,Cruzeiro,-
35,16/11/2011,Ceara,Corinthians,Corinthians
35,17/11/2011,Atletico-MG,Coritiba,Atletico-MG
35,17/11/2011,Flamengo,Figueirense,-
35,17/11/2011,Santos,Atletico-GO,-
36,19/11/2011,Sao Paulo,America-MG,Sao Paulo
36,19/11/2011,Vasco,Avai,Vasco
36,19/11/2011,Gremio,Ceara,Ceara
36,20/11/2011,Atletico-GO,Flamengo,-
36,20/11/2011,Corinthians,Atletico-MG,Corinthians
36,20/11/2011,Botafogo-RJ,Internacional,Internacional
36,20/11/2011,Cruzeiro,Athletico-PR,-
36,20/11/2011,Figueirense,Fluminense,Fluminense
36,20/11/2011,Coritiba,Santos,Coritiba
36,20/11/2011,Bahia,Palmeiras,Palmeiras
37,27/11/2011,Fluminense,Vasco,Vasco
37,27/11/2011,Figueirense,Corinthians,Corinthians
37,27/11/2011,Palmeiras,Sao Paulo,Palmeiras
37,27/11/2011,Flamengo,Internacional,Flamengo
37,27/11/2011,Atletico-MG,Botafogo-RJ,Atletico-MG
37,27/11/2011,Coritiba,Avai,Coritiba
37,27/11/2011,Ceara,Cruzeiro,-
37,27/11/2011,America-MG,Athletico-PR,America-MG
37,27/11/2011,Gremio,Atletico-GO,-
37,27/11/2011,Santos,Bahia,-
38,04/12/2011,Corinthians,Palmeiras,-
38,04/12/2011,Vasco,Flamengo,-
38,04/12/2011,Sao Paulo,Santos,Sao Paulo
38,04/12/2011,Botafogo-RJ,Fluminense,-
38,04/12/2011,Internacional,Gremio,Internacional
38,04/12/2011,Cruzeiro,Atletico-MG,Cruzeiro
38,04/12/2011,Avai,Figueirense,-
38,04/12/2011,Atletico-GO,America-MG,Atletico-GO
38,04/12/2011,Bahia,Ceara,Bahia
38,04/12/2011,Athletico-PR,Coritiba,Athletico-PR
1,19/05/2012,Palmeiras,Portuguesa,-
1,19/05/2012,Sport,Flamengo,-
1,19/05/2012,Figueirense,Nautico,Figueirense
1,20/05/2012,Corinthians,Fluminense,Fluminense
1,20/05/2012,Internacional,Coritiba,Internacional
1,20/05/2012,Botafogo-RJ,Sao Paulo,Botafogo-RJ
1,20/05/2012,Ponte Preta,Atletico-MG,Atletico-MG
1,20/05/2012,Cruzeiro,Atletico-GO,-
1,20/05/2012,Bahia,Santos,-
1,20/05/2012,Vasco,Gremio,Vasco
2,26/05/2012,Atletico-GO,Ponte Preta,-
2,26/05/2012,Flamengo,Internacional,-
2,26/05/2012,Portuguesa,Vasco,Vasco
2,26/05/2012,Nautico,Cruzeiro,-
2,27/05/2012,Sao Paulo,Bahia,Sao Paulo
2,27/05/2012,Atletico-MG,Corinthians,Atletico-MG
2,27/05/2012,Coritiba,Botafogo-RJ,Botafogo-RJ
2,27/05/2012,Santos,Sport,-
2,27/05/2012,Gremio,Palmeiras,Gremio
2,27/05/2012,Fluminense,Figueirense,-
3,06/06/2012,Atletico-GO,Gremio,Gremio
3,06/06/2012,Sport,Palmeiras,Sport
3,06/06/2012,Vasco,Nautico,Vasco
3,06/06/2012,Atletico-MG,Bahia,-
3,06/06/2012,Coritiba,Portuguesa,Coritiba
3,06/06/2012,Internacional,Sao Paulo,Internacional
3,06/06/2012,Ponte Preta,Flamengo,-
3,06/06/2012,Santos,Fluminense,-
3,07/06/2012,Corinthians,Figueirense,-
3,07/06/2012,Botafogo-RJ,Cruzeiro,Cruzeiro
4,09/06/2012,Flamengo,Coritiba,Flamengo
4,09/06/2012,Palmeiras,Atletico-MG,Atletico-MG
4,10/06/2012,Portuguesa,Atletico-GO,Portuguesa
4,10/06/2012,Gremio,Corinthians,Gremio
4,10/06/2012,Fluminense,Internacional,-
4,10/06/2012,Bahia,Vasco,Vasco
4,10/06/2012,Sao Paulo,Santos,Sao Paulo
4,10/06/2012,Nautico,Botafogo-RJ,Nautico
4,10/06/2012,Cruzeiro,Sport,Cruzeiro
4,10/06/2012,Figueirense,Ponte Preta,-
5,16/06/2012,Internacional,Botafogo-RJ,Botafogo-RJ
5,16/06/2012,Cruzeiro,Figueirense,Cruzeiro
5,16/06/2012,Fluminense,Portuguesa,Fluminense
5,17/06/2012,Sao Paulo,Atletico-MG,Sao Paulo
5,17/06/2012,Bahia,Sport,Bahia
5,17/06/2012,Flamengo,Santos,Flamengo
5,17/06/2012,Palmeiras,Vasco,-
5,17/06/2012,Nautico,Gremio,Nautico
5,17/06/2012,Coritiba,Atletico-GO,Coritiba
5,17/06/2012,Ponte Preta,Corinthians,Ponte Preta
6,23/06/2012,Portuguesa,Sao Paulo,Portuguesa
6,23/06/2012,Vasco,Cruzeiro,Cruzeiro
6,23/06/2012,Atletico-MG,Nautico,Atletico-MG
6,24/06/2012,Corinthians,Palmeiras,Corinthians
6,24/06/2012,Gremio,Flamengo,Gremio
6,24/06/2012,Figueirense,Bahia,-
6,24/06/2012,Botafogo-RJ,Ponte Preta,Ponte Preta
6,24/06/2012,Santos,Coritiba,-
6,24/06/2012,Atletico-GO,Fluminense,Fluminense
6,24/06/2012,Sport,Internacional,Internacional
7,30/06/2012,Nautico,Fluminense,Fluminense
7,30/06/2012,Cruzeiro,Sao Paulo,Sao Paulo
7,30/06/2012,Vasco,Ponte Preta,Vasco
7,01/07/2012,Coritiba,Sport,Sport
7,01/07/2012,Bahia,Internacional,-
7,01/07/2012,Portuguesa,Santos,-
7,01/07/2012,Gremio,Atletico-MG,Atletico-MG
7,01/07/2012,Flamengo,Atletico-GO,Flamengo
7,01/07/2012,Palmeiras,Figueirense,Palmeiras
8,07/07/2012,Botafogo-RJ,Bahia,Botafogo-RJ
8,07/07/2012,Internacional,Cruzeiro,Internacional
8,07/07/2012,Atletico-GO,Nautico,Nautico
8,08/07/2012,Sao Paulo,Coritiba,Sao Paulo
8,08/07/2012,Figueirense,Vasco,-
8,08/07/2012,Fluminense,Flamengo,Fluminense
8,08/07/2012,Santos,Gremio,Santos
8,08/07/2012,Ponte Preta,Palmeiras,Ponte Preta
8,08/07/2012,Atletico-MG,Portuguesa,Atletico-MG
8,08/07/2012,Sport,Corinthians,-
7,11/07/2012,Corinthians,Botafogo-RJ,Botafogo-RJ
9,14/07/2012,Corinthians,Nautico,Corinthians
9,14/07/2012,Figueirense,Atletico-MG,Atletico-MG
9,14/07/2012,Ponte Preta,Coritiba,Ponte Preta
9,15/07/2012,Botafogo-RJ,Fluminense,-
9,15/07/2012,Internacional,Santos,-
9,15/07/2012,Bahia,Flamengo,Flamengo
9,15/07/2012,Cruzeiro,Gremio,Gremio
9,15/07/2012,Sport,Portuguesa,Sport
9,15/07/2012,Vasco,Atletico-GO,Vasco
9,15/07/2012,Palmeiras,Sao Paulo,-
10,18/07/2012,Santos,Botafogo-RJ,-
10,18/07/2012,Gremio,Sport,Gremio
10,18/07/2012,Nautico,Ponte Preta,Nautico
10,18/07/2012,Portuguesa,Cruzeiro,Cruzeiro
10,18/07/2012,Atletico-MG,Internacional,Atletico-MG
10,18/07/2012,Sao Paulo,Vasco,Vasco
10,18/07/2012,Flamengo,Corinthians,Corinthians
10,19/07/2012,Atletico-GO,Figueirense,Atletico-GO
10,19/07/2012,Fluminense,Bahia,Fluminense
10,19/07/2012,Coritiba,Palmeiras,-
11,21/07/2012,Sport,Atletico-MG,Atletico-MG
11,21/07/2012,Vasco,Santos,Vasco
11,21/07/2012,Corinthians,Portuguesa,-
11,22/07/2012,Palmeiras,Nautico,Palmeiras
11,22/07/2012,Internacional,Atletico-GO,Internacional
11,22/07/2012,Cruzeiro,Flamengo,Cruzeiro
11,22/07/2012,Figueirense,Sao Paulo,Sao Paulo
11,22/07/2012,Ponte Preta,Fluminense,Fluminense
11,22/07/2012,Botafogo-RJ,Gremio,Gremio
11,22/07/2012,Bahia,Coritiba,-
12,25/07/2012,Figueirense,Internacional,Internacional
12,25/07/2012,Ponte Preta,Sport,-
12,25/07/2012,Vasco,Botafogo-RJ,Vasco
12,25/07/2012,Nautico,Coritiba,Coritiba
12,25/07/2012,Corinthians,Cruzeiro,Corinthians
12,25/07/2012,Atletico-GO,Sao Paulo,Atletico-GO
12,25/07/2012,Gremio,Fluminense,Gremio
12,26/07/2012,Atletico-MG,Santos,Atletico-MG
12,26/07/2012,Flamengo,Portuguesa,-
12,26/07/2012,Palmeiras,Bahia,Bahia
13,28/07/2012,Internacional,Vasco,-
13,28/07/2012,Coritiba,Gremio,Coritiba
13,28/07/2012,Botafogo-RJ,Figueirense,Botafogo-RJ
13,29/07/2012,Sao Paulo,Flamengo,Sao Paulo
13,29/07/2012,Fluminense,Atletico-MG,-
13,29/07/2012,Sport,Atletico-GO,-
13,29/07/2012,Bahia,Corinthians,-
13,29/07/2012,Cruzeiro,Palmeiras,Cruzeiro
13,29/07/2012,Santos,Ponte Preta,Santos
13,29/07/2012,Portuguesa,Nautico,Portuguesa
14,04/08/2012,Palmeiras,Internacional,Internacional
14,04/08/2012,Atletico-GO,Botafogo-RJ,Botafogo-RJ
14,04/08/2012,Portuguesa,Figueirense,Portuguesa
14,05/08/2012,Vasco,Corinthians,-
14,05/08/2012,Gremio,Bahia,Gremio
14,05/08/2012,Coritiba,Fluminense,Fluminense
14,05/08/2012,Sao Paulo,Sport,Sao Paulo
14,05/08/2012,Cruzeiro,Ponte Preta,Ponte Preta
14,05/08/2012,Nautico,Santos,Nautico
15,08/08/2012,Sport,Vasco,Vasco
15,08/08/2012,Internacional,Nautico,-
15,08/08/2012,Bahia,Portuguesa,-
15,08/08/2012,Corinthians,Atletico-GO,-
15,08/08/2012,Figueirense,Flamengo,Flamengo
15,08/08/2012,Botafogo-RJ,Palmeiras,Palmeiras
15,08/08/2012,Santos,Cruzeiro,Santos
15,09/08/2012,Ponte Preta,Gremio,-
15,09/08/2012,Atletico-MG,Coritiba,Atletico-MG
15,09/08/2012,Fluminense,Sao Paulo,Fluminense
16,11/08/2012,Bahia,Cruzeiro,Cruzeiro
16,11/08/2012,Sport,Figueirense,Figueirense
16,11/08/2012,Santos,Atletico-GO,-
16,11/08/2012,Flamengo,Nautico,Flamengo
16,12/08/2012,Atletico-MG,Vasco,Atletico-MG
16,12/08/2012,Internacional,Ponte Preta,Internacional
16,12/08/2012,Coritiba,Corinthians,Corinthians
16,12/08/2012,Sao Paulo,Gremio,Gremio
16,12/08/2012,Fluminense,Palmeiras,Fluminense
16,12/08/2012,Portuguesa,Botafogo-RJ,-
17,15/08/2012,Gremio,Portuguesa,Portuguesa
17,15/08/2012,Cruzeiro,Fluminense,-
17,15/08/2012,Atletico-GO,Atletico-MG,-
17,15/08/2012,Ponte Preta,Bahia,Bahia
17,15/08/2012,Palmeiras,Flamengo,Palmeiras
17,15/08/2012,Nautico,Sao Paulo,Nautico
17,15/08/2012,Botafogo-RJ,Sport,Botafogo-RJ
17,16/08/2012,Vasco,Coritiba,-
17,16/08/2012,Corinthians,Internacional,Corinthians
17,16/08/2012,Figueirense,Santos,Santos
18,18/08/2012,Nautico,Bahia,Nautico
18,18/08/2012,Fluminense,Sport,Fluminense
18,18/08/2012,Sao Paulo,Ponte Preta,Sao Paulo
18,19/08/2012,Santos,Corinthians,Santos
18,19/08/2012,Coritiba,Cruzeiro,Coritiba
18,19/08/2012,Atletico-MG,Botafogo-RJ,Atletico-MG
18,19/08/2012,Gremio,Figueirense,Gremio
18,19/08/2012,Portuguesa,Internacional,-
18,19/08/2012,Atletico-GO,Palmeiras,Atletico-GO
18,19/08/2012,Flamengo,Vasco,Flamengo
19,25/08/2012,Palmeiras,Santos,Santos
19,25/08/2012,Vasco,Fluminense,Fluminense
19,25/08/2012,Ponte Preta,Portuguesa,Ponte Preta
19,26/08/2012,Internacional,Gremio,Gremio
19,26/08/2012,Botafogo-RJ,Flamengo,-
19,26/08/2012,Corinthians,Sao Paulo,Sao Paulo
19,26/08/2012,Figueirense,Coritiba,Figueirense
19,26/08/2012,Cruzeiro,Atletico-MG,-
19,26/08/2012,Bahia,Atletico-GO,-
19,26/08/2012,Sport,Nautico,-
20,29/08/2012,Coritiba,Internacional,Coritiba
20,29/08/2012,Santos,Bahia,Bahia
20,29/08/2012,Portuguesa,Palmeiras,Portuguesa
20,29/08/2012,Nautico,Figueirense,Nautico
20,29/08/2012,Atletico-MG,Ponte Preta,-
20,29/08/2012,Fluminense,Corinthians,-
20,29/08/2012,Gremio,Vasco,Gremio
20,29/08/2012,Atletico-GO,Cruzeiro,Cruzeiro
20,30/08/2012,Flamengo,Sport,-
20,30/08/2012,Sao Paulo,Botafogo-RJ,Sao Paulo
21,01/09/2012,Palmeiras,Gremio,-
21,01/09/2012,Figueirense,Fluminense,-
21,01/09/2012,Vasco,Portuguesa,Vasco
21,02/09/2012,Internacional,Flamengo,Internacional
21,02/09/2012,Corinthians,Atletico-MG,Corinthians
21,02/09/2012,Bahia,Sao Paulo,Bahia
21,02/09/2012,Sport,Santos,Sport
21,02/09/2012,Ponte Preta,Atletico-GO,Ponte Preta
21,02/09/2012,Cruzeiro,Nautico,Cruzeiro
21,02/09/2012,Botafogo-RJ,Coritiba,Botafogo-RJ
22,05/09/2012,Flamengo,Ponte Preta,Ponte Preta
22,05/09/2012,Portuguesa,Coritiba,Portuguesa
22,05/09/2012,Nautico,Vasco,-
22,05/09/2012,Bahia,Atletico-MG,-
22,05/09/2012,Gremio,Atletico-GO,Gremio
22,05/09/2012,Figueirense,Corinthians,Figueirense
22,05/09/2012,Sao Paulo,Internacional,-
